timestamp,date,hour,month,day_of_week,is_weekday,it_load_kw,cooling_power_kw,overhead_power_kw,total_facility_power_kw,pue,outside_temp_c,server_inlet_temp_c,humidity_pct,water_usage_litres,is_anomaly,wue,dcie_pct
2024-01-02 01:00:00,2024-01-02,1,1,Tuesday,1,884.05,266.57,64.1,1214.71,1.374,-2.37,18.52,45.14,165.94,0,0.1877,72.78
2024-01-02 02:00:00,2024-01-02,2,1,Tuesday,1,846.19,288.54,57.6,1192.33,1.4091,-1.06,17.62,48.05,215.67,0,0.2549,70.97
2024-01-02 03:00:00,2024-01-02,3,1,Tuesday,1,891.99,298.0,64.62,1254.6,1.4065,-2.12,19.86,47.26,205.36,0,0.2302,71.1
2024-01-02 04:00:00,2024-01-02,4,1,Tuesday,1,862.7,348.28,64.48,1275.46,1.4785,0.87,21.14,48.16,296.69,0,0.3439,67.64
2024-01-02 05:00:00,2024-01-02,5,1,Tuesday,1,871.97,278.78,66.27,1217.02,1.3957,-0.7,19.52,38.29,236.65,0,0.2714,71.65
2024-01-02 06:00:00,2024-01-02,6,1,Tuesday,1,862.67,284.96,57.8,1205.43,1.3973,-2.22,18.93,41.35,204.92,0,0.2375,71.57
2024-01-02 07:00:00,2024-01-02,7,1,Tuesday,1,936.29,326.16,53.89,1316.33,1.4059,2.46,19.44,42.93,282.58,0,0.3018,71.13
2024-01-02 08:00:00,2024-01-02,8,1,Tuesday,1,980.31,370.35,56.95,1407.61,1.4359,4.64,19.81,44.12,357.05,0,0.3642,69.64
2024-01-02 09:00:00,2024-01-02,9,1,Tuesday,1,948.99,405.77,58.59,1413.35,1.4893,4.99,22.4,36.83,341.9,0,0.3603,67.15
2024-01-02 10:00:00,2024-01-02,10,1,Tuesday,1,1005.39,361.34,68.34,1435.07,1.4274,4.02,21.86,44.04,336.67,0,0.3349,70.06
2024-01-02 11:00:00,2024-01-02,11,1,Tuesday,1,944.09,367.84,70.98,1382.9,1.4648,3.21,19.71,48.63,270.2,0,0.2862,68.27
2024-01-02 12:00:00,2024-01-02,12,1,Tuesday,1,986.98,401.15,61.72,1449.86,1.469,5.98,19.95,38.12,351.28,0,0.3559,68.07
2024-01-02 13:00:00,2024-01-02,13,1,Tuesday,1,921.93,391.27,60.05,1373.24,1.4895,8.63,19.8,37.34,388.56,0,0.4215,67.14
2024-01-02 14:00:00,2024-01-02,14,1,Tuesday,1,940.87,410.51,58.25,1409.63,1.4982,8.85,20.26,51.07,340.63,0,0.362,66.75
2024-01-02 15:00:00,2024-01-02,15,1,Tuesday,1,986.62,385.48,64.12,1436.23,1.4557,7.92,21.05,46.88,370.5,0,0.3755,68.7
2024-01-02 16:00:00,2024-01-02,16,1,Tuesday,1,1002.87,407.15,70.94,1480.97,1.4767,2.88,19.84,54.63,317.33,0,0.3164,67.72
2024-01-02 17:00:00,2024-01-02,17,1,Tuesday,1,985.86,391.52,68.93,1446.31,1.4671,1.0,20.28,45.64,308.35,0,0.3128,68.16
2024-01-02 18:00:00,2024-01-02,18,1,Tuesday,1,977.25,367.0,65.69,1409.94,1.4428,3.0,19.82,44.38,299.42,0,0.3064,69.31
2024-01-02 19:00:00,2024-01-02,19,1,Tuesday,1,871.68,369.44,65.62,1306.74,1.4991,1.99,20.58,41.21,297.1,0,0.3408,66.71
2024-01-02 20:00:00,2024-01-02,20,1,Tuesday,1,836.36,287.23,64.16,1187.75,1.4201,0.31,18.55,56.69,246.4,0,0.2946,70.42
2024-01-02 21:00:00,2024-01-02,21,1,Tuesday,1,859.12,264.27,59.76,1183.16,1.3772,-5.55,18.75,50.94,164.86,0,0.1919,72.61
2024-01-02 22:00:00,2024-01-02,22,1,Tuesday,1,866.9,299.62,56.32,1222.83,1.4106,-4.05,18.89,47.34,284.42,0,0.3281,70.89
2024-01-02 23:00:00,2024-01-02,23,1,Tuesday,1,912.43,287.14,59.9,1259.46,1.3803,-2.88,18.96,46.4,213.15,0,0.2336,72.45
2024-01-03 00:00:00,2024-01-03,0,1,Wednesday,1,891.03,268.1,62.11,1221.24,1.3706,-2.02,20.31,39.19,226.01,0,0.2537,72.96
2024-01-03 01:00:00,2024-01-03,1,1,Wednesday,1,827.83,247.22,52.73,1127.78,1.3623,-1.29,18.09,45.0,209.86,0,0.2535,73.41
2024-01-03 02:00:00,2024-01-03,2,1,Wednesday,1,890.44,336.61,59.24,1286.29,1.4446,-2.03,20.01,39.43,253.59,0,0.2848,69.22
2024-01-03 03:00:00,2024-01-03,3,1,Wednesday,1,869.17,286.71,55.87,1211.75,1.3942,-0.86,21.17,43.44,228.3,0,0.2627,71.73
2024-01-03 04:00:00,2024-01-03,4,1,Wednesday,1,860.41,294.86,65.07,1220.34,1.4183,-0.32,18.76,45.51,226.78,0,0.2636,70.51
2024-01-03 05:00:00,2024-01-03,5,1,Wednesday,1,899.07,309.11,57.25,1265.43,1.4075,2.09,20.66,45.89,265.38,0,0.2952,71.05
2024-01-03 06:00:00,2024-01-03,6,1,Wednesday,1,911.65,359.13,61.64,1332.42,1.4615,2.64,21.43,39.87,275.31,0,0.302,68.42
2024-01-03 07:00:00,2024-01-03,7,1,Wednesday,1,908.66,329.88,56.5,1295.04,1.4252,3.44,18.67,47.56,293.44,0,0.3229,70.17
2024-01-03 08:00:00,2024-01-03,8,1,Wednesday,1,955.54,356.4,67.99,1379.93,1.4441,3.97,20.29,44.5,315.49,0,0.3302,69.25
2024-01-03 09:00:00,2024-01-03,9,1,Wednesday,1,971.44,391.66,51.5,1414.59,1.4562,5.71,21.49,48.76,354.8,0,0.3652,68.67
2024-01-03 10:00:00,2024-01-03,10,1,Wednesday,1,990.66,383.92,62.38,1436.96,1.4505,7.31,21.63,47.91,347.64,0,0.3509,68.94
2024-01-03 11:00:00,2024-01-03,11,1,Wednesday,1,1009.98,408.92,53.61,1472.51,1.458,7.37,20.4,51.11,338.4,0,0.3351,68.59
2024-01-03 12:00:00,2024-01-03,12,1,Wednesday,1,966.34,428.43,57.45,1452.23,1.5028,7.77,20.79,41.03,365.75,0,0.3785,66.54
2024-01-03 13:00:00,2024-01-03,13,1,Wednesday,1,975.15,426.06,61.03,1462.24,1.4995,9.52,22.43,54.87,399.1,0,0.4093,66.69
2024-01-03 14:00:00,2024-01-03,14,1,Wednesday,1,947.53,389.21,61.28,1398.01,1.4754,6.87,19.79,39.39,338.6,0,0.3574,67.78
2024-01-03 15:00:00,2024-01-03,15,1,Wednesday,1,944.83,368.97,61.15,1374.94,1.4552,4.25,20.07,43.26,296.15,0,0.3134,68.72
2024-01-03 16:00:00,2024-01-03,16,1,Wednesday,1,1005.09,394.21,60.76,1460.07,1.4527,6.28,19.47,45.9,369.55,0,0.3677,68.84
2024-01-03 17:00:00,2024-01-03,17,1,Wednesday,1,1021.41,401.99,56.79,1480.18,1.4492,0.57,20.22,47.79,313.94,0,0.3074,69.0
2024-01-03 18:00:00,2024-01-03,18,1,Wednesday,1,978.56,325.03,59.18,1362.76,1.3926,-0.15,19.27,43.48,250.09,0,0.2556,71.81
2024-01-03 19:00:00,2024-01-03,19,1,Wednesday,1,910.82,334.1,60.16,1305.09,1.4329,1.39,19.56,44.64,271.01,0,0.2975,69.79
2024-01-03 20:00:00,2024-01-03,20,1,Wednesday,1,891.57,318.69,60.98,1271.23,1.4258,0.54,19.53,54.94,266.05,0,0.2984,70.14
2024-01-03 21:00:00,2024-01-03,21,1,Wednesday,1,861.36,289.52,59.67,1210.56,1.4054,-4.02,18.67,41.73,213.97,0,0.2484,71.15
2024-01-03 22:00:00,2024-01-03,22,1,Wednesday,1,891.56,309.42,63.65,1264.63,1.4184,-3.09,20.11,39.91,257.61,0,0.2889,70.5
2024-01-03 23:00:00,2024-01-03,23,1,Wednesday,1,926.86,291.5,60.47,1278.83,1.3797,-4.03,20.09,38.55,219.5,0,0.2368,72.48
2024-01-04 00:00:00,2024-01-04,0,1,Thursday,1,879.64,281.98,61.01,1222.63,1.3899,-3.96,17.96,41.94,215.03,0,0.2445,71.95
2024-01-04 01:00:00,2024-01-04,1,1,Thursday,1,927.66,323.79,58.09,1309.53,1.4117,-0.93,17.82,30.0,238.08,0,0.2566,70.84
2024-01-04 02:00:00,2024-01-04,2,1,Thursday,1,802.13,228.04,54.74,1084.9,1.3525,-0.91,17.99,44.99,149.0,0,0.1858,73.94
2024-01-04 03:00:00,2024-01-04,3,1,Thursday,1,905.38,272.59,60.77,1238.73,1.3682,-1.56,19.49,53.5,217.53,0,0.2403,73.09
2024-01-04 04:00:00,2024-01-04,4,1,Thursday,1,883.33,284.41,66.04,1233.77,1.3967,-1.58,17.93,44.7,254.51,0,0.2881,71.6
2024-01-04 05:00:00,2024-01-04,5,1,Thursday,1,871.75,278.01,62.22,1211.98,1.3903,-1.98,18.27,51.07,229.33,0,0.2631,71.93
2024-01-04 06:00:00,2024-01-04,6,1,Thursday,1,883.47,324.03,55.91,1263.41,1.4301,4.85,20.46,43.07,307.05,0,0.3476,69.93
2024-01-04 07:00:00,2024-01-04,7,1,Thursday,1,821.09,338.28,64.07,1223.44,1.49,4.49,20.89,53.76,295.82,0,0.3603,67.11
2024-01-04 08:00:00,2024-01-04,8,1,Thursday,1,974.13,365.76,58.32,1398.21,1.4353,3.1,20.8,47.04,327.24,0,0.3359,69.67
2024-01-04 09:00:00,2024-01-04,9,1,Thursday,1,991.43,398.58,63.57,1453.59,1.4661,6.98,21.02,44.83,371.67,0,0.3749,68.21
2024-01-04 10:00:00,2024-01-04,10,1,Thursday,1,1025.05,383.24,58.16,1466.45,1.4306,6.2,20.19,40.09,330.96,0,0.3229,69.9
2024-01-04 11:00:00,2024-01-04,11,1,Thursday,1,965.17,387.04,61.77,1413.98,1.465,6.27,20.98,45.92,333.81,0,0.3459,68.26
2024-01-04 12:00:00,2024-01-04,12,1,Thursday,1,956.46,345.27,57.41,1359.14,1.421,7.88,20.01,53.89,305.34,0,0.3192,70.37
2024-01-04 13:00:00,2024-01-04,13,1,Thursday,1,965.67,377.57,57.53,1400.77,1.4506,5.36,21.23,35.4,317.55,0,0.3288,68.94
2024-01-04 14:00:00,2024-01-04,14,1,Thursday,1,1008.18,399.34,52.17,1459.69,1.4478,5.65,21.4,44.46,312.93,0,0.3104,69.07
2024-01-04 15:00:00,2024-01-04,15,1,Thursday,1,990.58,397.85,62.56,1450.99,1.4648,5.79,19.59,43.16,331.76,0,0.3349,68.27
2024-01-04 16:00:00,2024-01-04,16,1,Thursday,1,964.83,334.49,61.85,1361.17,1.4108,3.51,19.56,38.09,270.36,0,0.2802,70.88
2024-01-04 17:00:00,2024-01-04,17,1,Thursday,1,996.12,390.27,62.13,1448.52,1.4542,4.64,22.13,41.28,332.04,0,0.3333,68.77
2024-01-04 18:00:00,2024-01-04,18,1,Thursday,1,983.63,369.42,61.38,1414.43,1.438,5.75,18.0,49.08,355.41,0,0.3613,69.54
2024-01-04 19:00:00,2024-01-04,19,1,Thursday,1,909.78,295.83,56.19,1261.79,1.3869,-0.79,17.58,42.3,239.94,0,0.2637,72.1
2024-01-04 20:00:00,2024-01-04,20,1,Thursday,1,859.66,284.67,64.83,1611.8,1.8749,-3.82,17.7,50.58,230.86,1,0.2685,53.34
2024-01-04 21:00:00,2024-01-04,21,1,Thursday,1,870.89,300.86,64.96,1236.71,1.4201,-5.53,19.69,43.4,174.82,0,0.2007,70.42
2024-01-04 22:00:00,2024-01-04,22,1,Thursday,1,868.95,284.19,56.06,1209.2,1.3916,-2.62,18.2,44.61,236.44,0,0.2721,71.86
2024-01-04 23:00:00,2024-01-04,23,1,Thursday,1,836.81,243.37,62.66,1142.84,1.3657,-4.15,18.0,49.43,186.47,0,0.2228,73.22
2024-01-05 00:00:00,2024-01-05,0,1,Friday,1,889.6,294.54,64.37,1248.51,1.4035,-2.57,19.4,44.37,236.94,0,0.2663,71.25
2024-01-05 01:00:00,2024-01-05,1,1,Friday,1,888.55,309.33,57.65,1255.53,1.413,-2.55,19.69,46.41,231.17,0,0.2602,70.77
2024-01-05 02:00:00,2024-01-05,2,1,Friday,1,880.87,276.51,58.52,1215.9,1.3803,-5.53,17.88,42.54,235.95,0,0.2679,72.45
2024-01-05 03:00:00,2024-01-05,3,1,Friday,1,873.68,319.4,62.67,1255.76,1.4373,-5.16,19.09,43.5,241.42,0,0.2763,69.57
2024-01-05 04:00:00,2024-01-05,4,1,Friday,1,838.26,279.9,52.45,1170.6,1.3965,0.1,18.41,48.96,201.92,0,0.2409,71.61
2024-01-05 05:00:00,2024-01-05,5,1,Friday,1,868.1,316.77,54.56,1239.43,1.4277,0.99,21.0,41.3,251.1,0,0.2893,70.04
2024-01-05 06:00:00,2024-01-05,6,1,Friday,1,870.44,344.9,55.05,1270.38,1.4595,1.16,19.7,39.58,301.77,0,0.3467,68.52
2024-01-05 07:00:00,2024-01-05,7,1,Friday,1,856.65,329.47,51.02,1237.13,1.4442,-0.01,20.22,43.52,269.32,0,0.3144,69.24
2024-01-05 08:00:00,2024-01-05,8,1,Friday,1,975.88,346.18,65.42,1387.48,1.4218,5.45,20.65,44.88,308.65,0,0.3163,70.33
2024-01-05 09:00:00,2024-01-05,9,1,Friday,1,992.84,412.14,50.06,1455.04,1.4655,8.09,22.35,40.1,390.52,0,0.3933,68.24
2024-01-05 10:00:00,2024-01-05,10,1,Friday,1,1037.3,447.91,61.72,1546.93,1.4913,6.9,22.85,52.15,396.48,0,0.3822,67.06
2024-01-05 11:00:00,2024-01-05,11,1,Friday,1,985.96,444.05,64.06,1494.07,1.5153,5.14,21.95,45.96,411.66,0,0.4175,65.99
2024-01-05 12:00:00,2024-01-05,12,1,Friday,1,988.44,416.82,58.53,1463.8,1.4809,7.1,21.84,40.95,404.76,0,0.4095,67.53
2024-01-05 13:00:00,2024-01-05,13,1,Friday,1,978.48,367.97,56.66,1403.11,1.434,4.11,22.86,47.62,305.65,0,0.3124,69.74
2024-01-05 14:00:00,2024-01-05,14,1,Friday,1,923.15,370.57,61.16,1354.88,1.4677,8.46,19.69,49.76,366.76,0,0.3973,68.13
2024-01-05 15:00:00,2024-01-05,15,1,Friday,1,979.92,433.02,60.01,1472.95,1.5031,5.71,21.17,39.52,350.0,0,0.3572,66.53
2024-01-05 16:00:00,2024-01-05,16,1,Friday,1,982.52,366.24,65.02,1413.79,1.4389,0.97,19.19,47.45,297.19,0,0.3025,69.5
2024-01-05 17:00:00,2024-01-05,17,1,Friday,1,1054.62,373.77,46.86,1475.25,1.3988,2.7,20.68,42.42,311.87,0,0.2957,71.49
2024-01-05 18:00:00,2024-01-05,18,1,Friday,1,974.95,360.66,55.41,1391.01,1.4268,2.94,19.76,47.39,317.2,0,0.3254,70.09
2024-01-05 19:00:00,2024-01-05,19,1,Friday,1,889.76,318.02,62.81,1270.59,1.428,0.05,18.31,55.36,247.81,0,0.2785,70.03
2024-01-05 20:00:00,2024-01-05,20,1,Friday,1,879.68,310.43,60.25,1250.35,1.4214,-1.04,19.23,41.22,242.59,0,0.2758,70.35
2024-01-05 21:00:00,2024-01-05,21,1,Friday,1,845.66,246.19,63.76,1155.61,1.3665,-3.97,16.57,46.36,200.92,0,0.2376,73.18
2024-01-05 22:00:00,2024-01-05,22,1,Friday,1,915.0,298.47,61.31,1274.78,1.3932,-1.19,20.24,34.96,268.94,0,0.2939,71.78
2024-01-05 23:00:00,2024-01-05,23,1,Friday,1,903.28,250.15,59.33,1212.75,1.3426,-4.12,19.06,54.9,203.72,0,0.2255,74.48
2024-01-06 00:00:00,2024-01-06,0,1,Saturday,0,754.45,226.43,58.49,1039.36,1.3776,-7.3,19.31,34.44,173.79,0,0.2304,72.59
2024-01-06 01:00:00,2024-01-06,1,1,Saturday,0,703.44,210.87,71.63,985.93,1.4016,-3.56,19.89,45.84,132.51,0,0.1884,71.35
2024-01-06 02:00:00,2024-01-06,2,1,Saturday,0,772.8,276.94,67.67,1117.42,1.4459,-0.36,16.92,50.11,187.43,0,0.2425,69.16
2024-01-06 03:00:00,2024-01-06,3,1,Saturday,0,688.66,251.08,62.48,1002.22,1.4553,-2.3,17.87,44.58,213.38,0,0.3098,68.71
2024-01-06 04:00:00,2024-01-06,4,1,Saturday,0,748.32,290.2,60.39,1098.91,1.4685,2.99,20.11,43.13,230.53,0,0.3081,68.1
2024-01-06 05:00:00,2024-01-06,5,1,Saturday,0,796.43,289.08,62.69,1148.2,1.4417,1.57,20.06,44.36,228.18,0,0.2865,69.36
2024-01-06 06:00:00,2024-01-06,6,1,Saturday,0,701.0,270.73,64.13,1035.86,1.4777,2.69,19.29,43.46,238.21,0,0.3398,67.67
2024-01-06 07:00:00,2024-01-06,7,1,Saturday,0,713.73,275.44,62.09,1051.27,1.4729,3.05,17.48,36.76,244.41,0,0.3424,67.89
2024-01-06 08:00:00,2024-01-06,8,1,Saturday,0,833.71,351.71,56.24,2019.27,2.422,4.37,20.33,32.71,315.11,1,0.378,41.29
2024-01-06 09:00:00,2024-01-06,9,1,Saturday,0,815.61,331.83,68.92,1216.36,1.4913,5.02,20.71,50.65,281.66,0,0.3453,67.06
2024-01-06 10:00:00,2024-01-06,10,1,Saturday,0,784.2,309.46,61.23,1154.89,1.4727,5.74,18.86,40.95,271.07,0,0.3457,67.9
2024-01-06 11:00:00,2024-01-06,11,1,Saturday,0,832.77,375.64,70.07,1278.48,1.5352,7.9,19.76,44.87,352.69,0,0.4235,65.14
2024-01-06 12:00:00,2024-01-06,12,1,Saturday,0,798.85,345.31,60.94,1205.1,1.5085,5.14,19.64,38.71,285.47,0,0.3574,66.29
2024-01-06 13:00:00,2024-01-06,13,1,Saturday,0,844.93,306.46,58.77,1210.15,1.4323,4.69,18.58,43.44,260.96,0,0.3089,69.82
2024-01-06 14:00:00,2024-01-06,14,1,Saturday,0,803.14,344.5,66.92,1214.56,1.5123,4.09,20.18,49.02,327.24,0,0.4075,66.12
2024-01-06 15:00:00,2024-01-06,15,1,Saturday,0,877.22,391.41,61.51,1330.13,1.5163,9.64,19.41,42.38,379.12,0,0.4322,65.95
2024-01-06 16:00:00,2024-01-06,16,1,Saturday,0,807.22,332.75,60.67,1200.64,1.4874,5.57,21.31,51.4,286.12,0,0.3545,67.23
2024-01-06 17:00:00,2024-01-06,17,1,Saturday,0,821.06,338.8,54.0,1213.86,1.4784,3.91,19.23,45.69,256.85,0,0.3128,67.64
2024-01-06 18:00:00,2024-01-06,18,1,Saturday,0,855.12,287.11,63.3,1205.53,1.4098,-0.11,17.74,45.15,218.72,0,0.2558,70.93
2024-01-06 19:00:00,2024-01-06,19,1,Saturday,0,693.79,277.61,57.53,1028.93,1.4831,1.96,18.16,46.57,244.15,0,0.3519,67.43
2024-01-06 20:00:00,2024-01-06,20,1,Saturday,0,737.54,244.82,57.76,1040.12,1.4103,-0.72,18.18,46.3,194.84,0,0.2642,70.91
2024-01-06 21:00:00,2024-01-06,21,1,Saturday,0,769.93,231.2,57.55,1058.68,1.375,-1.1,16.08,47.93,181.52,0,0.2358,72.73
2024-01-06 22:00:00,2024-01-06,22,1,Saturday,0,682.49,200.0,62.2,944.69,1.3842,-4.27,16.44,44.08,195.3,0,0.2862,72.24
2024-01-06 23:00:00,2024-01-06,23,1,Saturday,0,736.26,249.03,52.32,1037.61,1.4093,-2.5,17.93,40.55,205.05,0,0.2785,70.96
2024-01-07 00:00:00,2024-01-07,0,1,Sunday,0,738.51,208.87,58.95,1006.33,1.3626,-3.84,16.52,51.4,172.48,0,0.2336,73.39
2024-01-07 01:00:00,2024-01-07,1,1,Sunday,0,754.17,261.35,64.9,1080.43,1.4326,-4.35,17.28,49.96,196.75,0,0.2609,69.8
2024-01-07 02:00:00,2024-01-07,2,1,Sunday,0,693.61,259.73,53.77,1007.11,1.452,-0.85,19.16,46.81,229.0,0,0.3302,68.87
2024-01-07 03:00:00,2024-01-07,3,1,Sunday,0,691.1,231.74,60.86,983.71,1.4234,-4.6,18.58,49.76,179.01,0,0.259,70.25
2024-01-07 04:00:00,2024-01-07,4,1,Sunday,0,746.38,268.84,56.84,1072.06,1.4364,0.64,19.3,38.94,259.37,0,0.3475,69.62
2024-01-07 05:00:00,2024-01-07,5,1,Sunday,0,739.63,280.7,57.98,1078.31,1.4579,2.08,19.19,39.95,207.44,0,0.2805,68.59
2024-01-07 06:00:00,2024-01-07,6,1,Sunday,0,738.23,236.51,68.28,1043.02,1.4129,0.25,16.56,47.76,176.31,0,0.2388,70.78
2024-01-07 07:00:00,2024-01-07,7,1,Sunday,0,741.11,292.61,51.75,1085.47,1.4646,1.66,18.84,38.46,216.23,0,0.2918,68.28
2024-01-07 08:00:00,2024-01-07,8,1,Sunday,0,810.32,323.72,63.83,1197.86,1.4783,4.06,20.84,54.0,271.04,0,0.3345,67.65
2024-01-07 09:00:00,2024-01-07,9,1,Sunday,0,837.69,353.41,57.61,1248.71,1.4907,6.11,18.87,41.58,315.64,0,0.3768,67.08
2024-01-07 10:00:00,2024-01-07,10,1,Sunday,0,839.51,375.87,57.36,1272.74,1.516,6.03,19.55,37.61,358.93,0,0.4275,65.96
2024-01-07 11:00:00,2024-01-07,11,1,Sunday,0,809.29,332.78,54.44,1196.51,1.4785,7.71,19.94,41.3,348.27,0,0.4303,67.64
2024-01-07 12:00:00,2024-01-07,12,1,Sunday,0,886.69,392.1,63.77,1342.56,1.5141,10.54,21.62,40.48,368.73,0,0.4158,66.05
2024-01-07 13:00:00,2024-01-07,13,1,Sunday,0,844.93,348.85,59.04,1252.83,1.4828,5.82,20.67,45.57,310.72,0,0.3677,67.44
2024-01-07 14:00:00,2024-01-07,14,1,Sunday,0,794.98,282.81,58.41,1136.2,1.4292,2.91,18.99,46.48,247.24,0,0.311,69.97
2024-01-07 15:00:00,2024-01-07,15,1,Sunday,0,850.41,351.47,60.55,1262.43,1.4845,7.2,19.04,40.44,315.75,0,0.3713,67.36
2024-01-07 16:00:00,2024-01-07,16,1,Sunday,0,801.48,353.39,59.15,1214.01,1.5147,7.88,20.57,45.06,308.73,0,0.3852,66.02
2024-01-07 17:00:00,2024-01-07,17,1,Sunday,0,854.33,325.22,50.0,1229.55,1.4392,4.09,18.9,40.99,280.01,0,0.3278,69.48
2024-01-07 18:00:00,2024-01-07,18,1,Sunday,0,865.48,327.77,57.55,1250.79,1.4452,-0.17,19.91,50.11,249.24,0,0.288,69.19
2024-01-07 19:00:00,2024-01-07,19,1,Sunday,0,706.1,220.66,64.48,991.23,1.4038,0.47,17.31,39.67,174.83,0,0.2476,71.24
2024-01-07 20:00:00,2024-01-07,20,1,Sunday,0,759.62,266.5,52.47,1078.59,1.4199,-2.73,18.03,52.46,201.92,0,0.2658,70.43
2024-01-07 21:00:00,2024-01-07,21,1,Sunday,0,743.1,271.39,54.55,1069.04,1.4386,-0.24,20.77,44.66,218.18,0,0.2936,69.51
2024-01-07 22:00:00,2024-01-07,22,1,Sunday,0,755.38,212.82,57.87,1026.07,1.3583,-5.02,16.09,48.43,146.54,0,0.194,73.62
2024-01-07 23:00:00,2024-01-07,23,1,Sunday,0,787.62,229.82,56.37,1073.81,1.3634,-3.42,16.87,39.06,157.33,0,0.1998,73.35
2024-01-08 00:00:00,2024-01-08,0,1,Monday,1,873.36,224.08,59.86,1157.29,1.3251,-5.0,18.56,43.83,168.8,0,0.1933,75.47
2024-01-08 01:00:00,2024-01-08,1,1,Monday,1,858.11,263.9,54.53,1176.54,1.3711,-2.57,20.03,54.79,219.08,0,0.2553,72.93
2024-01-08 02:00:00,2024-01-08,2,1,Monday,1,854.03,295.43,58.06,1207.52,1.4139,-3.05,19.59,42.33,199.95,0,0.2341,70.73
